trajectory,successful_hours,solve_time_s,daily_cost,daily_loss_MWh,solar_curt_MWh,wind_curt_MWh,max_solar_curt_MW,max_wind_curt_MW,curtailed_hours
138,24,7.991989,1060487.43033964,1277.22182717902,0,0,0,0,0
139,24,7.8522737,1071056.44016033,1279.78435815556,0,0,0,0,0
140,24,8.0939399,996996.552236254,1247.41942758457,0,0,0,0,0
141,24,7.8857962,1005355.29073388,1276.67728771325,0,0,0,0,0
142,24,7.9974084,1107724.62926003,1299.37052857354,0,0,0,0,0
143,24,8.1264374,1073299.61618239,1270.17629532242,0,0,0,0,0
144,24,8.0496513,1085773.14418527,1306.66920907674,0,0,0,0,0
145,24,7.9877024,1086868.96591866,1302.55851730723,0,0,0,0,0
146,24,7.9465396,1094501.44492243,1295.1644094221,0,0,0,0,0
147,24,7.9323929,1102723.58265951,1313.19477467797,0,0,0,0,0
148,24,7.9843568,1048689.09377769,1247.57221971164,0,0,0,0,0
149,24,8.0138525,1116333.01279533,1306.98061756593,0,0,0,0,0
150,24,8.4579464,1102011.86663399,1304.99530505602,0,0,0,0,0
151,24,8.3396877,1107358.9195498,1305.18177676888,0,0,0,0,0
152,24,8.1212785,1106347.98640939,1297.28244123504,0,0,0,0,0
153,24,8.2772848,1067108.65985189,1272.88778906479,0,0,0,0,0
154,24,8.3338866,1105058.65007296,1301.57677059079,0,0,0,0,0
155,24,7.861334,1068135.69557096,1274.04804385015,0,0,0,0,0
156,24,7.9385911,1039195.11350356,1259.9751022213,0,0,0,0,0
157,24,8.0140586,1091355.46739713,1277.88577273816,0,0,0,0,0
158,24,8.012953,1076379.05170849,1278.45239572875,0,0,0,0,0
159,24,8.1268911,1115776.88688075,1315.40907286333,0,0,0,0,0
160,24,8.1705398,1118875.92120696,1310.78596708871,0,0,0,0,0
161,24,7.926078,1112298.06238679,1303.7550702838,0,0,0,0,0
162,24,8.097325,1102579.85737445,1303.7027213114,0,0,0,0,0
163,24,8.475788,1041435.81414906,1290.84769063322,0,0,0,0,0
164,24,9.6006326,1104090.69596436,1294.05942988535,0,0,0,0,0
165,24,9.2934117,1047417.15265363,1259.3935751853,0,0,0,0,0
166,24,10.483209,1097983.83398806,1305.40695258383,0,0,0,0,0
